participant,epochs,SAT,condition
S4,1179,speed,High
S4,1180,speed,Medium
S4,1184,speed,Medium
S4,1185,speed,High
S4,1186,speed,Low
S4,1187,speed,High
S4,1188,speed,High
S4,1189,speed,Medium
S4,1190,speed,Medium
S4,1191,speed,Medium
S4,1192,speed,Low
S4,1193,speed,Medium
S4,1194,speed,Low
S4,1195,speed,Low
S4,1196,speed,High
S4,1197,speed,Medium
S4,1198,speed,Medium
S4,1199,speed,High
S4,1200,speed,Medium
S4,1201,speed,Medium
S4,1202,speed,Low
S4,1203,speed,High
S4,1204,speed,Medium
S4,1209,speed,Medium
S4,1210,speed,High
S4,1211,speed,High
S4,1212,speed,Low
S4,1213,speed,Low
S4,1214,speed,Medium
S4,1215,speed,High
S4,1216,speed,Medium
S4,1217,speed,Medium
S4,1218,speed,Low
S4,1219,speed,High
S4,1220,speed,Medium
S4,1221,speed,Low
S4,1222,speed,High
S4,1533,speed,Low
S4,1534,speed,Low
S4,1535,speed,Low
S4,1537,speed,Low
S4,1539,speed,Low
S4,1540,speed,Low
S4,1541,speed,Low
S4,1542,speed,Medium
S4,1543,speed,Low
S4,1544,speed,Medium
S4,1545,speed,Medium
S4,1547,speed,Medium
S4,1548,speed,Low
S4,1549,speed,Medium
S4,1550,speed,Low
S4,1551,speed,High
S4,1552,speed,High
S4,1553,speed,High
S4,1554,speed,Low
S4,1555,speed,Medium
S4,1556,speed,High
S4,1557,speed,Low
S4,1558,speed,Low
S4,1559,speed,High
S4,1560,speed,Low
S4,1561,speed,Low
S4,1562,speed,Low
S4,1563,speed,Medium
S4,1564,speed,High
S4,1565,speed,Low
S4,1566,speed,Low
S4,1567,speed,Medium
S4,1568,speed,Low
S4,1573,speed,High
S4,1574,speed,Low
S4,1575,speed,High
S4,1576,speed,Low
S4,1577,speed,Low
S4,1578,speed,Medium
S4,1579,speed,High
S4,1580,speed,Low
S4,1581,speed,High
S4,1582,speed,High
S4,1583,speed,Medium
S4,1584,speed,Medium
S4,1585,speed,High
S4,1586,speed,Medium
S4,1587,speed,Medium
S4,1588,speed,Medium
S4,1589,speed,High
S4,1590,speed,Low
S4,1594,speed,Medium
S4,1595,speed,Medium
S4,1596,speed,High
S4,1597,speed,High
S4,1598,speed,Low
S4,1599,speed,Low
S4,1600,speed,High
S4,1601,speed,Medium
S4,1602,speed,Medium
S4,1603,speed,Medium
S4,1604,speed,Medium
S4,1605,speed,Low
S4,1606,speed,High
S4,1610,speed,Low
S4,1611,speed,Low
S4,1612,speed,Low
S4,1613,speed,Medium
S4,1614,speed,Low
S4,1615,speed,Low
S4,1616,speed,Low
S4,1617,speed,Low
S4,1618,speed,Medium
S4,1619,speed,Low
S4,1620,speed,High
S4,1621,speed,Low
S4,1622,speed,High
S4,1623,speed,Medium
S4,1624,speed,Low
S4,1625,speed,High
S4,1626,speed,Low
S4,1627,speed,High
S4,1628,speed,Medium
S4,1629,speed,Medium
S4,1637,accuracy,High
S4,1638,accuracy,Medium
S4,1639,accuracy,Low
S4,1640,accuracy,Low
S4,1641,accuracy,High
S4,1642,accuracy,Medium
S4,1645,accuracy,High
S4,1646,accuracy,Medium
S4,1647,accuracy,Low
S4,1648,accuracy,Low
S4,1649,accuracy,Low
S4,1650,accuracy,High
S4,1651,accuracy,High
S4,1652,accuracy,Medium
S4,1653,accuracy,Medium
S4,1654,accuracy,Low
S4,1655,accuracy,Low
S4,1656,accuracy,High
S4,1657,accuracy,Low
S4,1658,accuracy,High
S4,1659,accuracy,Medium
S4,1660,accuracy,High
S4,1661,accuracy,Medium
S4,1662,accuracy,Low
S4,1663,accuracy,Low
S4,1664,accuracy,Medium
S4,1668,accuracy,Medium
S4,1669,accuracy,Low
S4,1670,accuracy,Low
S4,1671,accuracy,Low
S4,1672,accuracy,Low
S4,1675,accuracy,Medium
S4,1676,accuracy,Low
S4,1681,accuracy,Low
S4,1682,accuracy,Medium
S4,1683,accuracy,High
S4,1684,accuracy,Low
S4,1685,accuracy,High
S4,1686,accuracy,Medium
S4,1687,accuracy,High
S4,1688,accuracy,High
S4,1693,accuracy,High
S4,1694,accuracy,High
S4,1695,accuracy,Medium
S4,1696,accuracy,Medium
S4,1697,accuracy,Low
S4,1698,accuracy,Low
S4,1699,accuracy,Low
S4,1700,accuracy,Medium
S4,1701,accuracy,Medium
S4,1702,accuracy,Medium
S4,1703,accuracy,High
S4,1704,accuracy,Medium
S4,1711,accuracy,Low
S4,1712,accuracy,Low
S4,1713,accuracy,Medium
S4,1714,accuracy,High
S4,1716,accuracy,Medium
S4,1717,accuracy,High
S4,1718,accuracy,Low
S4,1719,accuracy,Medium
S4,1720,accuracy,High
S4,1721,accuracy,Medium
S4,1722,accuracy,High
S4,1723,accuracy,Low
S4,1724,accuracy,High
S4,1725,accuracy,Low
S4,1730,accuracy,Medium
S4,1731,accuracy,High
S4,1732,accuracy,Medium
S4,1734,accuracy,Low
S4,1735,accuracy,High
S4,1736,accuracy,High
S4,1742,accuracy,Low
S4,1743,accuracy,Low
S4,1744,accuracy,Low
S4,1745,accuracy,Low
S4,1746,accuracy,Low
S4,1747,accuracy,Low
S4,1748,accuracy,Medium
S4,1749,accuracy,Medium
S4,1752,accuracy,Low
S4,1753,accuracy,Medium
S4,1754,accuracy,Low
S4,1755,accuracy,Medium
S4,1756,accuracy,Low
S4,1757,accuracy,Low
S4,1758,accuracy,Low
S4,1759,accuracy,Low
S4,1760,accuracy,Low
S4,1761,accuracy,High
S4,1762,accuracy,Low
S4,1763,accuracy,Medium
S4,1764,accuracy,Low
S4,1765,accuracy,Low
S4,1766,accuracy,Low
S4,1767,accuracy,High
S4,1768,accuracy,High
S4,1769,accuracy,Medium
S4,1770,accuracy,Medium
S4,1771,accuracy,Medium
S4,1772,accuracy,Medium
S4,1773,accuracy,Low
S4,1774,accuracy,Low
S4,1775,accuracy,Low
S4,1776,accuracy,Medium
S4,1777,accuracy,Low
S4,1778,accuracy,Low
S4,1779,accuracy,Low
S4,1783,accuracy,Low
S4,1784,accuracy,High
S4,1785,accuracy,Medium
S4,1786,accuracy,Medium
S4,1787,accuracy,Medium
S4,1788,accuracy,Medium
S4,1792,accuracy,Medium
S4,1793,accuracy,Low
S4,1794,accuracy,Low
S4,1795,accuracy,Medium
S4,1796,accuracy,Low
S4,1797,accuracy,High
S4,1798,accuracy,Low
S4,1799,accuracy,High
S4,1800,accuracy,Medium
S4,1801,accuracy,Low
S4,1802,accuracy,Medium
S4,1803,accuracy,Low
S4,1804,accuracy,High
S4,1808,accuracy,High
S4,1809,accuracy,Low
S4,1810,accuracy,High
S4,1811,accuracy,Medium
S4,1812,accuracy,Low
S4,1813,accuracy,Low
S4,1814,accuracy,High
S4,1815,accuracy,Low
S4,1816,accuracy,Medium
S4,1817,accuracy,Low
S4,1818,accuracy,Medium
S4,1819,accuracy,Low
S4,1820,accuracy,Low
S4,1821,accuracy,Low
S4,1822,accuracy,Low
S4,1823,accuracy,Low
S4,1824,accuracy,Medium
S4,1825,accuracy,Medium
S4,1826,accuracy,Medium
S4,1827,accuracy,High
S4,1828,accuracy,Low
S4,1829,accuracy,Medium
S4,1830,accuracy,Low
S4,1831,accuracy,Low
S4,1832,accuracy,Low
S4,1833,accuracy,Medium
S4,1834,accuracy,Low
S4,2145,accuracy,High
S4,2146,accuracy,High
S4,2147,accuracy,Low
S4,2148,accuracy,Medium
S4,2149,accuracy,Low
S4,2150,accuracy,Medium
S4,2154,accuracy,High
S4,2155,accuracy,Medium
S4,2156,accuracy,High
S4,2157,accuracy,High
S4,2158,accuracy,Low
S4,2159,accuracy,High
S4,2160,accuracy,High
S4,2161,accuracy,Medium
S4,2162,accuracy,Medium
S4,2163,accuracy,Medium
S4,2164,accuracy,High
S4,2165,accuracy,Medium
S4,2166,accuracy,High
S4,2167,accuracy,Medium
S4,2168,accuracy,Low
S4,2169,accuracy,Low
S4,2170,accuracy,Medium
S4,2171,accuracy,Medium
S4,2172,accuracy,Medium
S4,2173,accuracy,Low
S4,2174,accuracy,Low
S4,2175,accuracy,High
S4,2176,accuracy,Low
S4,2177,accuracy,Low
S4,2178,accuracy,Medium
S4,2179,accuracy,Low
S4,2180,accuracy,Low
S4,2181,accuracy,Medium
S4,2182,accuracy,Low
S4,2183,accuracy,Low
S4,2184,accuracy,Low
S4,2185,accuracy,Low
S4,2186,accuracy,Low
S4,2187,accuracy,Low
S4,2188,accuracy,Low
S4,2189,accuracy,High
S4,2190,accuracy,Medium
S4,2191,accuracy,Low
S4,2192,accuracy,Low
S4,2193,accuracy,Low
S4,2194,accuracy,Medium
S4,2195,accuracy,Low
S4,2196,accuracy,High
S4,2197,accuracy,Low
S4,2198,accuracy,Low
S4,2199,accuracy,High
S4,2200,accuracy,High
S4,2201,accuracy,High
S4,2202,accuracy,Low
S4,2203,accuracy,Low
S4,2204,accuracy,High
S4,2205,accuracy,Medium
S4,2206,accuracy,Low
S4,2212,accuracy,Low
S4,2213,accuracy,High
S4,2214,accuracy,Low
S4,2215,accuracy,Low
S4,2216,accuracy,Medium
S4,2217,accuracy,High
S4,2218,accuracy,Low
S4,2219,accuracy,Medium
S4,2220,accuracy,High
S4,2221,accuracy,Low
S4,2222,accuracy,High
S4,2223,accuracy,Low
S4,2224,accuracy,Medium
S4,2225,accuracy,Medium
S4,2226,accuracy,High
S4,2227,accuracy,Low
S4,2228,accuracy,Medium
S4,2229,accuracy,High
S4,2230,accuracy,Medium
S4,2231,accuracy,High
S4,2232,accuracy,Low
S4,2233,accuracy,High
S4,2234,accuracy,High
S4,2235,accuracy,Medium
S4,2236,accuracy,High
S4,2237,accuracy,Medium
S4,2238,accuracy,Low
S4,2239,accuracy,Low
S4,2240,accuracy,High
S4,2241,accuracy,High
S4,2242,accuracy,High
S4,2248,speed,High
S4,2249,speed,High
S4,2250,speed,Low
S4,2254,speed,High
S4,2259,speed,Low
S4,2260,speed,High
S4,2261,speed,Low
S4,2262,speed,Low
S4,2263,speed,High
S4,2264,speed,High
S4,2265,speed,Medium
S4,2266,speed,High
S4,2267,speed,Medium
S4,2268,speed,High
S4,2269,speed,Medium
S4,2270,speed,Medium
S4,2271,speed,Low
S4,2272,speed,Medium
S4,2273,speed,Medium
S4,2274,speed,Medium
S4,2275,speed,Medium
S4,2278,speed,Medium
S4,2279,speed,High
S4,2280,speed,High
S4,2281,speed,High
S4,2282,speed,High
S4,2283,speed,High
S4,2284,speed,High
S4,2285,speed,Medium
S4,2286,speed,High
S4,2287,speed,High
S4,2288,speed,High
S4,2289,speed,Low
S4,2290,speed,High
S4,2291,speed,Low
S4,2292,speed,Medium
S4,2293,speed,High
S4,2294,speed,Medium
S4,2295,speed,Medium
S4,2296,speed,High
S4,2297,speed,High
S4,2298,speed,High
S4,2299,speed,Medium
S4,2300,speed,Medium
S4,2301,speed,Medium
S4,2302,speed,Low
S4,2303,speed,Low
S4,2304,speed,High
S4,2305,speed,High
S4,2308,speed,Medium
S4,2309,speed,High
S4,2310,speed,Low
S4,2311,speed,Medium
S4,2312,speed,Medium
S4,2313,speed,High
S4,2314,speed,Low
S4,2315,speed,High
S4,2316,speed,High
S4,2317,speed,High
S4,2318,speed,Low
S4,2319,speed,High
S4,2320,speed,Low
S4,2321,speed,High
S4,2322,speed,High
S4,2323,speed,Low
S4,2324,speed,High
S4,2328,speed,High
S4,2329,speed,Medium
S4,2330,speed,High
S4,2337,speed,Medium
S4,2338,speed,Medium
S4,2339,speed,High
S4,2340,speed,Low
S4,2341,speed,Medium
S4,2342,speed,High
S4,2343,speed,Low
S4,2344,speed,High
S4,2348,speed,Low
S4,2350,speed,Medium
S4,2351,speed,High
S4,2352,speed,Medium
S4,2353,speed,Medium
S4,2354,speed,Low
S4,2355,speed,Medium
S4,2356,speed,High
S4,2357,speed,Medium
S4,2358,speed,Low
S4,2359,speed,Medium
S4,2360,speed,High
S4,2361,speed,Low
S4,2362,speed,Low
S4,2363,speed,Low
S4,2364,speed,Low
S4,2365,speed,Low
S4,2366,speed,Medium
S4,2367,speed,Low
S4,2368,speed,Low
S4,2369,speed,High
S4,2370,speed,Medium
S4,2371,speed,Low
S4,2372,speed,High
S4,2376,speed,High
S4,2377,speed,High
S4,2378,speed,High
S4,2382,speed,Low
S4,2383,speed,Low
S4,2384,speed,Low
S4,2385,speed,Medium
S4,2386,speed,High
S4,2387,speed,High
S4,2390,speed,Medium
S4,2391,speed,Medium
S4,2392,speed,Medium
S4,2393,speed,High
S4,2394,speed,Low
S4,2395,speed,High
S4,2399,speed,Medium
S4,2400,speed,Medium
S4,2401,speed,Medium
S4,2402,speed,High
S4,2404,speed,Low
S4,2405,speed,Medium
S4,2409,speed,High
S4,2410,speed,Low
S4,2411,speed,High
S4,2412,speed,Low
S4,2413,speed,High
S4,2414,speed,Low
S4,2415,speed,Low
S4,2416,speed,High
S4,2417,speed,Medium
S4,2418,speed,Medium
S4,2419,speed,Medium
S4,2420,speed,High
S4,2421,speed,Medium
S4,2422,speed,Medium
S4,2423,speed,Low
S4,2424,speed,Medium
S4,2425,speed,High
S4,2429,speed,Low
S4,2430,speed,Medium
S4,2431,speed,High
S4,2432,speed,Low
S4,2433,speed,High
S4,2434,speed,Medium
S4,2435,speed,Medium
S4,2436,speed,Low
S4,2437,speed,Low
S4,2438,speed,Medium
S4,2439,speed,High
S4,2440,speed,Medium
S4,2443,speed,Medium
S4,2444,speed,Low
S4,2445,speed,Low
S4,2446,speed,High
S5,0,speed,Medium
S5,1,speed,Medium
S5,2,speed,Medium
S5,3,speed,Low
S5,4,speed,Medium
S5,5,speed,Low
S5,6,speed,High
S5,7,speed,Low
S5,8,speed,Medium
S5,9,speed,Low
S5,10,speed,High
S5,11,speed,Low
S5,12,speed,Low
S5,13,speed,Medium
S5,14,speed,Low
S5,15,speed,Low
S5,16,speed,Low
S5,18,speed,Low
S5,19,speed,Low
S5,20,speed,Medium
S5,21,speed,Medium
S5,23,speed,Low
S5,24,speed,Low
S5,25,speed,Low
S5,26,speed,Low
S5,27,speed,Medium
S5,28,speed,Medium
S5,31,speed,Low
S5,32,speed,Low
S5,33,speed,Low
S5,34,speed,Medium
S5,36,speed,Medium
S5,37,speed,Low
S5,38,speed,Medium
S5,39,speed,Low
S5,41,speed,High
S5,42,speed,Low
S5,43,speed,Low
S5,44,speed,Medium
S5,45,speed,High
S5,46,speed,Low
S5,47,speed,Low
S5,48,speed,Low
S5,49,speed,Low
S5,50,speed,Medium
S5,51,speed,Medium
S5,52,speed,High
S5,53,speed,Medium
S5,54,speed,Medium
S5,55,speed,Medium
S5,56,speed,Low
S5,57,speed,Medium
S5,58,speed,Medium
S5,59,speed,Low
S5,60,speed,Medium
S5,61,speed,Medium
S5,62,speed,Medium
S5,63,speed,Medium
S5,64,speed,Medium
S5,65,speed,Low
S5,66,speed,Medium
S5,67,speed,Medium
S5,68,speed,Medium
S5,69,speed,High
S5,70,speed,Medium
S5,71,speed,High
S5,72,speed,Low
S5,73,speed,High
S5,74,speed,High
S5,75,speed,Medium
S5,76,speed,Medium
S5,77,speed,Low
S5,78,speed,Medium
S5,79,speed,Low
S5,80,speed,High
S5,81,speed,Low
S5,84,speed,High
S5,85,speed,Medium
S5,86,speed,Low
S5,87,speed,High
S5,88,speed,High
S5,89,speed,High
S5,90,speed,High
S5,91,speed,High
S5,92,speed,High
S5,93,speed,High
S5,94,speed,High
S5,95,speed,High
S5,96,speed,Medium
S5,97,speed,High
S5,98,speed,Medium
S5,99,speed,High
S5,100,speed,Low
S5,102,speed,High
S5,103,speed,Low
S5,104,speed,High
S5,105,speed,High
S5,106,speed,Medium
S5,107,speed,High
S5,108,speed,Medium
S5,109,speed,High
S5,110,speed,Medium
S5,111,speed,High
S5,112,speed,High
S5,113,speed,High
S5,114,speed,High
S5,115,speed,High
S5,116,speed,High
S5,117,speed,High
S5,118,speed,High
S5,119,speed,High
S5,120,speed,High
S5,121,speed,Medium
S5,122,speed,High
S5,123,speed,High
S5,124,speed,High
S5,125,speed,High
S5,126,speed,Medium
S5,127,speed,High
S5,128,speed,High
S5,129,speed,High
S5,130,speed,Medium
S5,131,speed,Medium
S5,132,speed,High
S5,133,speed,High
S5,134,speed,Medium
S5,135,speed,Medium
S5,136,speed,High
S5,138,speed,High
S5,139,speed,High
S5,140,speed,Medium
S5,141,speed,High
S5,142,speed,High
S5,143,speed,Medium
S5,144,speed,High
S5,145,speed,High
S5,146,speed,High
S5,147,speed,High
S5,148,speed,High
S5,149,speed,Medium
S5,151,speed,High
S5,152,speed,High
S5,153,speed,High
S5,154,speed,Medium
S5,155,speed,High
S5,156,speed,High
S5,157,speed,Medium
S5,158,speed,High
S5,159,speed,High
S5,160,speed,Medium
S5,161,speed,Low
S5,162,speed,Low
S5,163,speed,High
S5,164,speed,Medium
S5,165,speed,High
S5,166,speed,High
S5,167,speed,High
S5,168,speed,High
S5,169,speed,High
S5,170,speed,High
S5,171,speed,High
S5,172,speed,High
S5,173,speed,High
S5,174,speed,High
S5,175,speed,Medium
S5,176,speed,High
S5,177,speed,Medium
S5,178,speed,High
S5,179,speed,High
S5,180,speed,High
S5,181,speed,Medium
S5,182,speed,Medium
S5,185,speed,Medium
S5,186,speed,Low
S5,187,speed,High
S5,188,speed,Medium
S5,189,speed,High
S5,190,speed,High
S5,191,speed,High
S5,192,speed,High
S5,193,speed,High
S5,194,speed,High
S5,195,speed,High
S5,196,speed,Low
S5,197,speed,Medium
S5,198,speed,High
S5,199,speed,High
S5,200,speed,High
S5,201,speed,High
S5,202,speed,High
S5,204,accuracy,Medium
S5,205,accuracy,High
S5,206,accuracy,Low
S5,207,accuracy,High
S5,208,accuracy,High
S5,209,accuracy,Medium
S5,210,accuracy,High
S5,211,accuracy,Low
S5,212,accuracy,Low
S5,213,accuracy,Medium
S5,214,accuracy,Low
S5,215,accuracy,Low
S5,216,accuracy,High
S5,217,accuracy,Low
S5,218,accuracy,Low
S5,219,accuracy,High
S5,220,accuracy,Medium
S5,221,accuracy,Low
S5,222,accuracy,High
S5,223,accuracy,High
S5,224,accuracy,High
S5,225,accuracy,Low
S5,226,accuracy,Medium
S5,227,accuracy,High
S5,228,accuracy,Medium
S5,229,accuracy,High
S5,230,accuracy,High
S5,231,accuracy,High
S5,232,accuracy,Low
S5,233,accuracy,High
S5,234,accuracy,Medium
S5,235,accuracy,High
S5,236,accuracy,Low
S5,237,accuracy,High
S5,238,accuracy,High
S5,239,accuracy,Low
S5,240,accuracy,High
S5,241,accuracy,Low
S5,242,accuracy,High
S5,243,accuracy,High
S5,244,accuracy,High
S5,245,accuracy,High
S5,246,accuracy,High
S5,247,accuracy,High
S5,248,accuracy,Low
S5,249,accuracy,Medium
S5,250,accuracy,Medium
S5,251,accuracy,Low
S5,252,accuracy,Medium
S5,253,accuracy,High
S5,254,accuracy,Medium
S5,255,accuracy,Medium
S5,256,accuracy,Medium
S5,257,accuracy,High
S5,258,accuracy,High
S5,259,accuracy,Low
S5,260,accuracy,Medium
S5,261,accuracy,Medium
S5,262,accuracy,High
S5,263,accuracy,Medium
S5,264,accuracy,Medium
S5,265,accuracy,Medium
S5,268,accuracy,Low
S5,269,accuracy,High
S5,270,accuracy,High
S5,271,accuracy,Medium
S5,272,accuracy,Medium
S5,273,accuracy,Medium
S5,274,accuracy,High
S5,275,accuracy,High
S5,276,accuracy,Low
S5,277,accuracy,Medium
S5,278,accuracy,High
S5,279,accuracy,Medium
S5,280,accuracy,Low
S5,281,accuracy,High
S5,282,accuracy,High
S5,283,accuracy,High
S5,284,accuracy,Medium
S5,285,accuracy,High
S5,286,accuracy,Low
S5,287,accuracy,Low
S5,288,accuracy,High
S5,289,accuracy,High
S5,290,accuracy,High
S5,291,accuracy,Medium
S5,292,accuracy,Medium
S5,293,accuracy,Low
S5,294,accuracy,Medium
S5,295,accuracy,High
S5,296,accuracy,Low
S5,297,accuracy,Low
S5,298,accuracy,Medium
S5,299,accuracy,High
S5,300,accuracy,High
S5,301,accuracy,Medium
S5,302,accuracy,Medium
S5,303,accuracy,High
S5,304,accuracy,Medium
S5,613,accuracy,Low
S5,615,accuracy,High
S5,616,accuracy,Low
S5,617,accuracy,Medium
S5,618,accuracy,Low
S5,619,accuracy,Low
S5,620,accuracy,High
S5,621,accuracy,High
S5,622,accuracy,Low
S5,623,accuracy,Medium
S5,624,accuracy,High
S5,625,accuracy,Low
S5,626,accuracy,Low
S5,627,accuracy,Medium
S5,628,accuracy,High
S5,629,accuracy,Low
S5,630,accuracy,High
S5,631,accuracy,Low
S5,632,accuracy,Low
S5,633,accuracy,Medium
S5,636,accuracy,High
S5,637,accuracy,High
S5,638,accuracy,Medium
S5,639,accuracy,High
S5,640,accuracy,Low
S5,641,accuracy,Medium
S5,642,accuracy,High
S5,643,accuracy,Low
S5,644,accuracy,High
S5,645,accuracy,Low
S5,646,accuracy,Low
S5,647,accuracy,Medium
S5,648,accuracy,High
S5,649,accuracy,Medium
S5,650,accuracy,Medium
S5,651,accuracy,High
S5,652,accuracy,Low
S5,653,accuracy,Low
S5,654,accuracy,Low
S5,655,accuracy,Low
S5,656,accuracy,Low
S5,657,accuracy,High
S5,658,accuracy,Low
S5,659,accuracy,Medium
S5,660,accuracy,High
S5,661,accuracy,High
S5,662,accuracy,Low
S5,663,accuracy,Low
S5,664,accuracy,High
S5,665,accuracy,High
S5,666,accuracy,Low
S5,667,accuracy,High
S5,668,accuracy,Medium
S5,669,accuracy,High
S5,670,accuracy,High
S5,671,accuracy,Medium
S5,672,accuracy,High
S5,673,accuracy,Medium
S5,674,accuracy,Low
S5,675,accuracy,Low
S5,676,accuracy,Medium
S5,677,accuracy,Low
S5,678,accuracy,Low
S5,679,accuracy,High
S5,680,accuracy,Medium
S5,681,accuracy,Medium
S5,682,accuracy,High
S5,683,accuracy,Low
S5,684,accuracy,Medium
S5,685,accuracy,Medium
S5,686,accuracy,High
S5,687,accuracy,Medium
S5,688,accuracy,Medium
S5,689,accuracy,Medium
S5,690,accuracy,Low
S5,691,accuracy,Low
S5,692,accuracy,Medium
S5,693,accuracy,Low
S5,694,accuracy,Low
S5,695,accuracy,Medium
S5,696,accuracy,Medium
S5,697,accuracy,Medium
S5,698,accuracy,Medium
S5,699,accuracy,High
S5,700,accuracy,High
S5,701,accuracy,High
S5,702,accuracy,High
S5,703,accuracy,Low
S5,704,accuracy,Medium
S5,705,accuracy,High
S5,706,accuracy,Low
S5,707,accuracy,Medium
S5,708,accuracy,Medium
S5,709,accuracy,Low
S5,710,accuracy,Medium
S5,711,accuracy,High
S5,712,accuracy,Low
S5,714,accuracy,High
S5,715,accuracy,Low
S5,716,accuracy,Low
S5,717,accuracy,Low
S5,718,accuracy,Low
S5,719,accuracy,High
S5,720,accuracy,High
S5,721,accuracy,Medium
S5,722,accuracy,Low
S5,723,accuracy,Medium
S5,724,accuracy,High
S5,725,accuracy,Low
S5,726,accuracy,Low
S5,727,accuracy,Medium
S5,728,accuracy,High
S5,729,accuracy,Low
S5,730,accuracy,Low
S5,733,accuracy,Low
S5,734,accuracy,Low
S5,735,accuracy,Low
S5,736,accuracy,Medium
S5,737,accuracy,High
S5,738,accuracy,Medium
S5,739,accuracy,High
S5,740,accuracy,High
S5,741,accuracy,High
S5,742,accuracy,High
S5,743,accuracy,High
S5,744,accuracy,High
S5,745,accuracy,High
S5,746,accuracy,Medium
S5,747,accuracy,Low
S5,748,accuracy,Medium
S5,749,accuracy,High
S5,750,accuracy,Medium
S5,751,accuracy,High
S5,752,accuracy,Low
S5,753,accuracy,Low
S5,754,accuracy,Low
S5,755,accuracy,High
S5,756,accuracy,High
S5,757,accuracy,Low
S5,758,accuracy,Low
S5,759,accuracy,Medium
S5,760,accuracy,Low
S5,761,accuracy,Low
S5,762,accuracy,High
S5,763,accuracy,Medium
S5,764,accuracy,Low
S5,765,accuracy,High
S5,766,accuracy,High
S5,767,accuracy,High
S5,768,accuracy,High
S5,769,accuracy,Low
S5,770,accuracy,Medium
S5,771,accuracy,Medium
S5,772,accuracy,High
S5,773,accuracy,Medium
S5,774,accuracy,High
S5,775,accuracy,Medium
S5,776,accuracy,High
S5,777,accuracy,Low
S5,778,accuracy,High
S5,779,accuracy,High
S5,780,accuracy,Medium
S5,784,accuracy,Low
S5,785,accuracy,High
S5,786,accuracy,Low
S5,787,accuracy,High
S5,788,accuracy,Low
S5,789,accuracy,Medium
S5,790,accuracy,Low
S5,791,accuracy,High
S5,792,accuracy,Medium
S5,793,accuracy,High
S5,794,accuracy,Low
S5,795,accuracy,Low
S5,796,accuracy,Medium
S5,797,accuracy,Medium
S5,798,accuracy,Medium
S5,799,accuracy,Medium
S5,800,accuracy,Low
S5,802,accuracy,Medium
S5,803,accuracy,Low
S5,804,accuracy,Low
S5,805,accuracy,Low
S5,806,accuracy,Low
S5,807,accuracy,Medium
S5,808,accuracy,Low
S5,809,accuracy,Low
S5,810,accuracy,Low
S5,811,accuracy,Medium
S5,812,accuracy,High
S5,813,accuracy,High
S5,814,accuracy,Medium
S5,816,speed,High
S5,817,speed,Medium
S5,818,speed,High
S5,819,speed,Low
S5,820,speed,High
S5,821,speed,Medium
S5,822,speed,Medium
S5,823,speed,Medium
S5,824,speed,High
S5,825,speed,Low
S5,826,speed,Medium
S5,827,speed,Low
S5,828,speed,High
S5,830,speed,Low
S5,831,speed,Medium
S5,832,speed,High
S5,833,speed,Medium
S5,834,speed,Low
S5,835,speed,Low
S5,836,speed,Low
S5,837,speed,Medium
S5,839,speed,Medium
S5,840,speed,High
S5,841,speed,Medium
S5,842,speed,Low
S5,843,speed,Medium
S5,844,speed,Medium
S5,845,speed,Medium
S5,846,speed,High
S5,847,speed,Low
S5,848,speed,Low
S5,849,speed,Medium
S5,850,speed,Medium
S5,851,speed,Low
S5,852,speed,Low
S5,853,speed,Medium
S5,854,speed,High
S5,855,speed,Low
S5,856,speed,Medium
S5,857,speed,Medium
S5,858,speed,Medium
S5,859,speed,Low
S5,860,speed,Low
S5,861,speed,Low
S5,862,speed,High
S5,863,speed,Low
S5,864,speed,Low
S5,865,speed,Low
S5,866,speed,Medium
S5,867,speed,Low
S5,868,speed,Low
S5,870,speed,Medium
S5,871,speed,Medium
S5,872,speed,Low
S5,873,speed,High
S5,874,speed,High
S5,875,speed,Low
S5,876,speed,Medium
S5,877,speed,Low
S5,878,speed,High
S5,879,speed,High
S5,880,speed,Medium
S5,881,speed,High
S5,882,speed,Low
S5,883,speed,Low
S5,884,speed,Medium
S5,885,speed,High
S5,886,speed,High
S5,887,speed,Medium
S5,888,speed,Medium
S5,889,speed,Medium
S5,890,speed,Low
S5,891,speed,Medium
S5,892,speed,Medium
S5,893,speed,High
S5,894,speed,High
S5,895,speed,High
S5,896,speed,High
S5,897,speed,Low
S5,898,speed,Low
S5,899,speed,Low
S5,900,speed,Low
S5,901,speed,Low
S5,902,speed,Low
S5,905,speed,High
S5,906,speed,Medium
S5,907,speed,Medium
S5,908,speed,Low
S5,909,speed,Low
S5,910,speed,Medium
S5,911,speed,High
S5,912,speed,Medium
S5,913,speed,Low
S5,914,speed,High
S5,916,speed,Medium
S5,1228,speed,Low
S5,1229,speed,High
S5,1230,speed,Medium
S5,1231,speed,Medium
S5,1232,speed,Low
S5,1233,speed,Low
S5,1234,speed,Medium
S5,1235,speed,Low
S5,1236,speed,Low
S5,1237,speed,High
S5,1238,speed,Medium
S5,1239,speed,High
S5,1240,speed,Low
S5,1241,speed,Low
